name_id,name,spacecraft_id
3200,nps-scat,113
3201,VECTOR JCTD 1?,114
3202,ors-tech-1,114
3203,ors-tech-1,115
3204,ors-tech,114
3205,ors-tech,115
3206,ORS Tech 1,114
3207,ORS-Tech 1,114
3208,ex MBD 1,114
3209,ORS Tech,114
3210,ORS Tech,115
3211,VECTOR JCTD 2?,115
3212,ORS Tech 2,115
3213,ORS-Tech 2,115
3214,ex MBD 2,115
3215,ORS Enabler Satellite,116
3216,ORSES,1406
3217,orses,116
3218,ORS 1,116
3219,ORS 1,1740
3220,PhoneSat 2.4,117
3221,PhoneSat 2.4a,117
3222,Prometheus 1,118
3223,Prometheus 1,119
3224,Prometheus 1,120
3225,Prometheus 1,121
3226,Prometheus 1,122
3227,Prometheus 1,123
3228,Prometheus 1,124
3229,Prometheus 1,125
3230,Prometheus 1.1,118
3231,Prometheus 1-1,118
3232,Prometheus 2,119
3233,Prometheus 1.2,119
3234,Prometheus 1-2,119
3235,Prometheus 3,120
3236,Prometheus 1.3,120
3237,Prometheus 1-3,120
3238,Prometheus 4,121
3239,Prometheus 1.4,121
3240,Prometheus 1-4,121
3241,Prometheus 5,122
3242,Prometheus 1.5,122
3243,Prometheus 1-5,122
3244,Prometheus 6,123
3245,Prometheus 1.6,123
3246,Prometheus 1-6,123
3247,Prometheus 7,124
3248,Prometheus 1.7,124
3249,Prometheus 1-7,124
3250,Prometheus 8,125
3251,Prometheus 1.8,125
3252,Prometheus 1-8,125
3253,SENSE-A,126
3254,SENSE 1,126
3255,sense,126
3256,sense,127
3257,SENSE-B,127
3258,SENSE 2,127
3259,SwampSat,128
3260,ex GatorSat,128
3261,swampsat,128
3262,TJ-Cubesat,129
3263,TJ3Sat,129
3264,tj3sat,129
3265,TJ3sat,129
3266,SPA-1 Trailblazer,130
3267,Trailblazer 1,130
3268,trailblazer,130
3269,Trailblazer,130
3270,Lunar O/L,131
3271,vermont-lunar-cubesat-1,131
3272,vermont-lunar-cubesat,131
3273,Vermont Lunar Cubesat,131
3274,Vermont Lunar Cubesat 1,131
3275,Vermont Lunar CubeSat,131
3276,AC-5b,132
3277,aerocube-5,132
3278,aerocube-5,133
3279,aerocube-5,292
3280,AeroCube-5,132
3281,AeroCube-5,133
3282,AeroCube-5,292
3283,Aerocube 5b,132
3284,AeroCube 5B,132
3285,AC 5-B,132
3286,AC-5a,133
3287,Aerocube 5a,133
3288,AeroCube 5A,133
3289,AC 5-A,133
3290,alice,134
3291,AFIT LEO iMESA CNT Experiment,134
3292,CUNYSat 1,135
3293,cunysat-1,135
3294,CUNYSAT 1,135
3295,FIREBIRD A,136
3296,FIREBIRD FU1,136
3297,FIREBIRD,136
3298,FIREBIRD,137
3299,Focused Investigations of Relativistic Electron Burst,136
3300,Focused Investigations of Relativistic Electron Burst,137
3301,Focused Investigations of Relativistic Electron Burst,248
3302,Focused Investigations of Relativistic Electron Burst,249
3303,Intensity,136
3304,Intensity,137
3305,Intensity,248
3306,Intensity,249
3307,Range,136
3308,Range,137
3309,Range,248
3310,Range,249
3311,and Dynamics,136
3312,and Dynamics,137
3313,and Dynamics,248
3314,and Dynamics,249
3315,FIREBIRD U1,136
3316,FIREBIRD B,137
3317,FIREBIRD FU2,137
3318,FIREBIRD U2,137
3319,CalPoly CP8,138
3320,IPEX,138
3321,CP 8,138
3322,ipex,138
3323,CP8,138
3324,CP8/IPEX,138
3325,M-Cubed/COVE,139
3326,M-Cubed/COVE,1404
3327,M-Cubed/COVE 2,139
3328,m-cubed2,139
3329,MCubed-2,139
3330,M-Cubed 2,139
3331,MCUBED-2,139
3332,SMDC-ONE Charlie,140
3333,SMDC-ONE 3.1,140
3334,Charlie,140
3335,Charlie,885
3336,SMDC-ONE David,141
3337,SMDC-ONE 3.2,141
3338,David,141
3339,David,2522
3340,SMDC Nanosatellite Program,142
3341,SMDC Nanosatellite Program,302
3342,SMDC Nanosatellite Program,303
3343,SMDC Nanosatellite Program,304
3344,SNaP,142
3345,snap,142
3346,SNaP-1,142
3347,SNAP,142
3348,Tacsat-6,143
3349,TacSat 6,143
3350,TacSat-6,143
3351,Dove 0729,144
3352,Dove 0729,164
3353,ArduSat 2,144
3354,Flock 1-27,144
3355,Dove 073C,145
3356,Dove 073C,167
3357,Flock-1 1,145
3358,Dove 073D,145
3359,Dove 073D,156
3360,dove-flock,145
3361,dove-flock,146
3362,dove-flock,147
3363,dove-flock,148
3364,dove-flock,149
3365,dove-flock,150
3366,dove-flock,151
3367,dove-flock,152
3368,dove-flock,153
3369,dove-flock,154
3370,dove-flock,155
3371,dove-flock,156
3372,dove-flock,157
3373,dove-flock,158
3374,dove-flock,159
3375,dove-flock,160
3376,dove-flock,161
3377,dove-flock,162
3378,dove-flock,163
3379,dove-flock,164
3380,dove-flock,165
3381,dove-flock,166
3382,dove-flock,167
3383,dove-flock,168
3384,dove-flock,169
3385,dove-flock,170
3386,dove-flock,171
3387,dove-flock,172
3388,dove-flock,192
3389,dove-flock,193
3390,dove-flock,194
3391,dove-flock,195
3392,dove-flock,196
3393,dove-flock,197
3394,dove-flock,198
3395,dove-flock,199
3396,dove-flock,200
3397,dove-flock,201
3398,dove-flock,202
3399,dove-flock,245
3400,dove-flock,246
3401,dove-flock,253
3402,dove-flock,254
3403,dove-flock,255
3404,dove-flock,256
3405,dove-flock,257
3406,dove-flock,258
3407,dove-flock,259
3408,dove-flock,260
3409,dove-flock,261
3410,dove-flock,262
3411,dove-flock,263
3412,dove-flock,264
3413,dove-flock,265
3414,dove-flock,266
3415,dove-flock,326
3416,dove-flock,327
3417,dove-flock,328
3418,dove-flock,329
3419,dove-flock,330
3420,dove-flock,331
3421,dove-flock,332
3422,dove-flock,333
3423,dove-flock,334
3424,dove-flock,335
3425,dove-flock,336
3426,dove-flock,337
3427,dove-flock,367
3428,dove-flock,368
3429,dove-flock,369
3430,dove-flock,370
3431,dove-flock,371
3432,dove-flock,372
3433,dove-flock,373
3434,dove-flock,374
3435,dove-flock,375
3436,dove-flock,376
3437,dove-flock,377
3438,dove-flock,378
3439,dove-flock,379
3440,dove-flock,380
3441,dove-flock,381
3442,dove-flock,382
3443,dove-flock,383
3444,dove-flock,384
3445,dove-flock,385
3446,dove-flock,386
3447,dove-flock,387
3448,dove-flock,388
3449,dove-flock,389
3450,dove-flock,390
3451,dove-flock,391
3452,dove-flock,392
3453,dove-flock,393
3454,dove-flock,394
3455,dove-flock,395
3456,dove-flock,396
3457,dove-flock,397
3458,dove-flock,398
3459,dove-flock,399
3460,dove-flock,400
3461,dove-flock,401
3462,dove-flock,402
3463,dove-flock,403
3464,dove-flock,404
3465,dove-flock,405
3466,dove-flock,406
3467,dove-flock,407
3468,dove-flock,408
3469,dove-flock,409
3470,dove-flock,410
3471,dove-flock,411
3472,dove-flock,412
3473,dove-flock,413
3474,dove-flock,414
3475,dove-flock,415
3476,dove-flock,416
3477,dove-flock,417
3478,dove-flock,418
3479,dove-flock,419
3480,dove-flock,420
3481,dove-flock,421
3482,dove-flock,422
3483,dove-flock,423
3484,dove-flock,424
3485,dove-flock,425
3486,dove-flock,426
3487,dove-flock,427
3488,dove-flock,428
3489,dove-flock,429
3490,dove-flock,430
3491,dove-flock,431
3492,dove-flock,432
3493,dove-flock,433
3494,dove-flock,434
3495,dove-flock,435
3496,dove-flock,436
3497,dove-flock,437
3498,dove-flock,438
3499,dove-flock,439
3500,dove-flock,440
3501,dove-flock,441
3502,dove-flock,442
3503,dove-flock,443
3504,dove-flock,444
3505,dove-flock,445
3506,dove-flock,446
3507,dove-flock,447
3508,dove-flock,448
3509,dove-flock,449
3510,dove-flock,450
3511,dove-flock,451
3512,dove-flock,452
3513,dove-flock,453
3514,dove-flock,454
3515,dove-flock,507
3516,dove-flock,508
3517,dove-flock,509
3518,dove-flock,510
3519,dove-flock,613
3520,dove-flock,614
3521,dove-flock,615
3522,dove-flock,616
3523,dove-flock,617
3524,dove-flock,618
3525,dove-flock,619
3526,dove-flock,620
3527,dove-flock,621
3528,dove-flock,622
3529,dove-flock,623
3530,dove-flock,624
3531,dove-flock,625
3532,dove-flock,626
3533,dove-flock,627
3534,dove-flock,628
3535,dove-flock,649
3536,dove-flock,650
3537,dove-flock,651
3538,dove-flock,652
3539,dove-flock,653
3540,dove-flock,654
3541,dove-flock,655
3542,dove-flock,656
3543,dove-flock,657
3544,dove-flock,658
3545,dove-flock,659
3546,dove-flock,660
3547,dove-flock,684
3548,dove-flock,685
3549,dove-flock,686
3550,dove-flock,687
3551,dove-flock,688
3552,dove-flock,689
3553,dove-flock,690
3554,dove-flock,691
3555,dove-flock,692
3556,dove-flock,693
3557,dove-flock,694
3558,dove-flock,695
3559,dove-flock,696
3560,dove-flock,697
3561,dove-flock,698
3562,dove-flock,699
3563,dove-flock,700
3564,dove-flock,701
3565,dove-flock,702
3566,dove-flock,703
3567,dove-flock,749
3568,dove-flock,750
3569,dove-flock,751
3570,dove-flock,752
3571,dove-flock,753
3572,dove-flock,754
3573,dove-flock,755
3574,dove-flock,756
3575,dove-flock,757
3576,dove-flock,758
3577,dove-flock,759
3578,dove-flock,760
3579,dove-flock,820
3580,dove-flock,821
3581,dove-flock,822
3582,dove-flock,823
3583,dove-flock,824
3584,dove-flock,825
3585,dove-flock,826
3586,dove-flock,827
3587,dove-flock,828
3588,dove-flock,895
3589,dove-flock,896
3590,dove-flock,897
3591,dove-flock,898
3592,dove-flock,899
3593,dove-flock,900
3594,dove-flock,901
3595,dove-flock,902
3596,dove-flock,903
3597,dove-flock,904
3598,dove-flock,905
3599,dove-flock,906
3600,dove-flock,907
3601,dove-flock,908
3602,dove-flock,909
3603,dove-flock,910
3604,dove-flock,911
3605,dove-flock,912
3606,dove-flock,913
3607,dove-flock,914
3608,dove-flock,915
3609,dove-flock,916
3610,dove-flock,917
3611,dove-flock,918
3612,dove-flock,919
3613,dove-flock,920
3614,dove-flock,921
3615,dove-flock,922
3616,dove-flock,923
3617,dove-flock,924
3618,dove-flock,925
3619,dove-flock,926
3620,dove-flock,927
3621,dove-flock,928
3622,dove-flock,929
3623,dove-flock,930
3624,dove-flock,931
3625,dove-flock,932
3626,dove-flock,933
3627,dove-flock,934
3628,dove-flock,935
3629,dove-flock,936
3630,dove-flock,937
3631,dove-flock,938
3632,dove-flock,939
3633,dove-flock,940
3634,dove-flock,941
3635,dove-flock,942
3636,dove-flock,1436
3637,dove-flock,1437
3638,dove-flock,1438
3639,dove-flock,1439
3640,dove-flock,1440
3641,dove-flock,1441
3642,dove-flock,1442
3643,dove-flock,1443
3644,dove-flock,1444
3645,dove-flock,1445
3646,dove-flock,1446
3647,dove-flock,1447
3648,dove-flock,1448
3649,dove-flock,1449
3650,dove-flock,1450
3651,dove-flock,1451
3652,dove-flock,1452
3653,dove-flock,1453
3654,dove-flock,1454
3655,dove-flock,1455
3656,dove-flock,1460
3657,dove-flock,1461
3658,dove-flock,1462
3659,dove-flock,1463
3660,dove-flock,1464
3661,dove-flock,1465
3662,dove-flock,1466
3663,dove-flock,1467
3664,dove-flock,1472
3665,dove-flock,1473
3666,dove-flock,1474
3667,dove-flock,1475
3668,dove-flock,1476
3669,dove-flock,1477
3670,dove-flock,1478
3671,dove-flock,1479
3672,dove-flock,1480
3673,dove-flock,1481
3674,dove-flock,1482
3675,dove-flock,1483
3676,dove-flock,1484
3677,dove-flock,1485
3678,dove-flock,1496
3679,dove-flock,1497
3680,dove-flock,1498
3681,dove-flock,1499
3682,dove-flock,1500
3683,dove-flock,1501
3684,dove-flock,1502
3685,dove-flock,1503
3686,dove-flock,1504
3687,dove-flock,1505
3688,dove-flock,1506
3689,dove-flock,1507
3690,dove-flock,1509
3691,dove-flock,1510
3692,dove-flock,1511
3693,dove-flock,1512
3694,dove-flock,1517
3695,dove-flock,1518
3696,dove-flock,1519
3697,dove-flock,1520
3698,dove-flock,1521
3699,dove-flock,1522
3700,dove-flock,1523
3701,dove-flock,1524
3702,dove-flock,1525
3703,dove-flock,1526
3704,dove-flock,1527
3705,dove-flock,1528
3706,dove-flock,1529
3707,dove-flock,1530
3708,dove-flock,1531
3709,dove-flock,1532
3710,dove-flock,1593
3711,dove-flock,1594
3712,dove-flock,1595
3713,dove-flock,1596
3714,dove-flock,1597
3715,dove-flock,1598
3716,dove-flock,1599
3717,dove-flock,1600
3718,dove-flock,1601
3719,dove-flock,1602
3720,dove-flock,1603
3721,dove-flock,1604
3722,dove-flock,1605
3723,dove-flock,1606
3724,dove-flock,1607
3725,dove-flock,1608
3726,dove-flock,1609
3727,dove-flock,1610
3728,dove-flock,1611
3729,dove-flock,1612
3730,dove-flock,1613
3731,dove-flock,1614
3732,dove-flock,1615
3733,dove-flock,1616
3734,dove-flock,1617
3735,dove-flock,1618
3736,dove-flock,1619
3737,dove-flock,1620
3738,dove-flock,1621
3739,dove-flock,1622
3740,dove-flock,1623
3741,dove-flock,1625
3742,dove-flock,1626
3743,dove-flock,1627
3744,dove-flock,1628
3745,dove-flock,1629
3746,dove-flock,1630
3747,dove-flock,1631
3748,dove-flock,1632
3749,dove-flock,1633
3750,dove-flock,1634
3751,dove-flock,1635
3752,dove-flock,1636
3753,dove-flock,1637
3754,dove-flock,1638
3755,dove-flock,1639
3756,dove-flock,1641
3757,dove-flock,1658
3758,dove-flock,1675
3759,dove-flock,1676
3760,dove-flock,1677
3761,dove-flock,1678
3762,dove-flock,1709
3763,dove-flock,1730
3764,dove-flock,1738
3765,dove-flock,1851
3766,dove-flock,1852
3767,dove-flock,1868
3768,dove-flock,1869
3769,dove-flock,1875
3770,dove-flock,1876
3771,dove-flock,1877
3772,dove-flock,1878
3773,dove-flock,1879
3774,dove-flock,1880
3775,dove-flock,1881
3776,dove-flock,1882
3777,dove-flock,1883
3778,dove-flock,1884
3779,dove-flock,1885
3780,dove-flock,1886
3781,dove-flock,1887
3782,dove-flock,1888
3783,dove-flock,1892
3784,dove-flock,1893
3785,dove-flock,1895
3786,dove-flock,1896
3787,dove-flock,1898
3788,dove-flock,1899
3789,dove-flock,1900
3790,dove-flock,1901
3791,dove-flock,1999
3792,dove-flock,2000
3793,dove-flock,2001
3794,dove-flock,2002
3795,dove-flock,2004
3796,dove-flock,2005
3797,dove-flock,2006
3798,dove-flock,2007
3799,dove-flock,2009
3800,dove-flock,2012
3801,dove-flock,2013
3802,dove-flock,2014
3803,dove-flock,2015
3804,dove-flock,2016
3805,dove-flock,2017
3806,dove-flock,2018
3807,dove-flock,2019
3808,dove-flock,2021
3809,dove-flock,2023
3810,dove-flock,2024
3811,dove-flock,2025
3812,dove-flock,2026
3813,dove-flock,2027
3814,dove-flock,2029
3815,dove-flock,2030
3816,dove-flock,2031
3817,dove-flock,2032
3818,dove-flock,2033
3819,dove-flock,2036
3820,dove-flock,2039
3821,dove-flock,2040
3822,dove-flock,2048
3823,dove-flock,2049
3824,dove-flock,2050
3825,dove-flock,2062
3826,dove-flock,2063
3827,dove-flock,2065
3828,dove-flock,2066
3829,dove-flock,2069
3830,dove-flock,2071
3831,dove-flock,2072
3832,dove-flock,2073
3833,dove-flock,2074
3834,dove-flock,2075
3835,dove-flock,2130
3836,dove-flock,2131
3837,dove-flock,2134
3838,dove-flock,2135
3839,dove-flock,2136
3840,dove-flock,2137
3841,dove-flock,2139
3842,dove-flock,2141
3843,dove-flock,2142
3844,dove-flock,2143
3845,dove-flock,2144
3846,dove-flock,2146
3847,dove-flock,2147
3848,dove-flock,2148
3849,dove-flock,2149
3850,dove-flock,2152
3851,dove-flock,2153
3852,dove-flock,2154
3853,dove-flock,2155
3854,dove-flock,2156
3855,dove-flock,2157
3856,dove-flock,2159
3857,dove-flock,2160
3858,dove-flock,2195
3859,dove-flock,2196
3860,dove-flock,2197
3861,dove-flock,2198
3862,dove-flock,2199
3863,dove-flock,2200
3864,dove-flock,2201
3865,dove-flock,2202
3866,dove-flock,2203
3867,dove-flock,2204
3868,dove-flock,2205
3869,dove-flock,2206
3870,dove-flock,2207
3871,dove-flock,2324
3872,dove-flock,2325
3873,dove-flock,2326
3874,dove-flock,2327
3875,dove-flock,2328
3876,dove-flock,2329
3877,dove-flock,2331
3878,dove-flock,2333
3879,dove-flock,2334
3880,dove-flock,2335
3881,dove-flock,2336
3882,dove-flock,2337
3883,dove-flock,2338
3884,dove-flock,2339
3885,dove-flock,2340
3886,dove-flock,2341
3887,dove-flock,2342
3888,dove-flock,2343
3889,dove-flock,2344
3890,dove-flock,2345
3891,dove-flock,2347
3892,dove-flock,2348
3893,dove-flock,2349
3894,dove-flock,2351
3895,dove-flock,2353
3896,dove-flock,2354
3897,dove-flock,2356
3898,dove-flock,2358
3899,dove-flock,2359
3900,dove-flock,2392
3901,dove-flock,2393
3902,dove-flock,2395
3903,dove-flock,2396
3904,dove-flock,2397
3905,dove-flock,2400
3906,dove-flock,2401
3907,Flock 1-04,145
3908,Dove 073B,146
3909,Dove 073B,170
3910,Flock-1 10,146
3911,Dove 0742,146
3912,Dove 0742,150
3913,Flock 1-07,146
3914,Dove 0721,147
3915,Dove 0721,151
3916,Flock-1 11,147
3917,Dove 074D,147
3918,Dove 074D,170
3919,Flock 1-15,147
3920,Dove 0727,148
3921,Dove 0727,152
3922,Flock-1 12,148
3923,Dove 0730,148
3924,Dove 0730,171
3925,Flock 1-16,148
3926,Dove 0736,149
3927,Dove 0736,172
3928,Flock-1 13,149
3929,Dove 0737,149
3930,Dove 0737,172
3931,Flock 1-09,149
3932,Flock-1 14,150
3933,Dove 072E,150
3934,Dove 072E,151
3935,Flock 1-10,150
3936,Flock-1 15,151
3937,Flock 1-14,151
3938,Dove 0741,152
3939,Dove 0741,171
3940,Flock-1 16,152
3941,Flock 1-08,152
3942,Dove 074C,153
3943,Flock-1 17,153
3944,Flock 1-17,153
3945,Dove 0734,154
3946,Flock-1 18,154
3947,Flock 1-18,154
3948,Dove 073A,155
3949,Flock-1 19,155
3950,Flock 1-19,155
3951,Flock-1 2,156
3952,Dove 0740,156
3953,Dove 0740,167
3954,Flock 1-01,156
3955,Dove 0743,157
3956,Flock-1 20,157
3957,Flock 1-20,157
3958,Dove 072B,158
3959,Flock-1 21,158
3960,Flock 1-21,158
3961,Dove 0728,159
3962,Flock-1 22,159
3963,Flock 1-22,159
3964,Dove 0722,160
3965,Dove 0722,162
3966,Flock-1 23,160
3967,Dove 0725,160
3968,Dove 0725,161
3969,Flock 1-25,160
3970,Flock-1 24,161
3971,Dove 0723,161
3972,Dove 0723,163
3973,Flock 1-23,161
3974,Dove 0744,162
3975,Dove 0744,163
3976,Flock-1 25,162
3977,Flock 1-26,162
3978,Flock-1 26,163
3979,Flock 1-24,163
3980,Ardusat-2,164
3981,Flock-1 27,164
3982,UAP-SAT,165
3983,Flock-1 28,165
3984,Dove 0720,165
3985,Dove 0720,176
3986,Dove 074B,166
3987,Flock-1 3,166
3988,Flock 1-03,166
3989,Flock-1 4,167
3990,Flock 1-02,167
3991,Dove 072C,168
3992,Flock-1 5,168
3993,Flock 1-05,168
3994,Dove 0735,169
3995,Flock-1 6,169
3996,Flock 1-06,169
3997,Flock-1 7,170
3998,Flock 1-11,170
3999,Flock-1 8,171
4000,Flock 1-12,171
4001,Flock-1 9,172
4002,Flock 1-13,172
4003,Litsat-1,173
4004,LitSat 1,173
4005,LituanicaSAT-1,174
4006,LituanicaSAT 1,174
4007,LO 78,174
4008,Lituanica-OSCAR 78,174
4009,LO-78,174
4010,SkyCube-1,175
4011,SkyCube,175
4012,UAPSat 1,176
4013,Flock 1-28,176
4014,Chasqui 1,177
4015,Invader,178
4016,invader,178
4017,artsat1,178
4018,INVADER,178
4019,CO-77,178
4020,Cubesat-OSCAR-77,178
4021,ARTSAT 1,178
4022,CO 77,178
4023,CubeSat-OSCAR 77,178
4024,ARTSAT1: Invader,178
4025,INteractiVe satellite for Art and Design Experimental Research,178
4026,ITF 1,179
4027,Yui,179
4028,itf-1,179
4029,K-SAT-2,180
4030,KSAT 2,180
4031,Hayato 2,180
4032,KSAT2,180
4033,OPUSat,181
4034,CosMoz,181
4035,opusat,181
4036,Kosu mozu,181
4037,Opusat,181
4038,Agile Low-cost Laboratory for Space Technology Acceleration and Research,182
4039,All-Star,182
4040,KickSat,183
4041,KickSat 1,183
4042,kicksat,183
4043,PhoneSat 2.5,184
4044,PhoneSat-2.5,184
4045,SporeSat,185
4046,SporeSat 1,185
4047,ex MisST,185
4048,sporesat,185
4049,TestSat-Lite,186
4050,tsat,186
4051,AC-6A,187
4052,aerocube-6,187
4053,aerocube-6,188
4054,Aerocube 6A,187
4055,AeroCube 6A,187
4056,AC 6-A,187
4057,CubeRad A,187
4058,AeroCube-6,187
4059,AeroCube-6,188
4060,AC-6B,188
4061,Aerocube 6B,188
4062,AeroCube 6B,188
4063,AC 6-B,188
4064,CubeRad B,188
4065,antelsat,189
4066,DTUSat-2,190
4067,DTUSat 2,190
4068,dtusat-2,190
4069,Duchifat-1,191
4070,Duchifat 1,191
4071,duchifat-1,191
4072,Dove 0903,192
4073,Flock-1c 1,192
4074,FLOCK 1C-1,192
4075,Flock 1c-1,192
4076,Dove 090C,193
4077,Flock-1c 10,193
4078,FLOCK 1C-10,193
4079,Flock 1c-10,193
4080,Dove 090D,194
4081,Flock-1c 11,194
4082,FLOCK 1C-11,194
4083,Flock 1c-11,194
4084,Dove 0904,195
4085,Flock-1c 2,195
4086,FLOCK 1C-2,195
4087,Flock 1c-2,195
4088,Dove 0905,196
4089,Flock-1c 3,196
4090,FLOCK 1C-3,196
4091,Flock 1c-3,196
4092,Dove 0906,197
4093,Flock-1c 4,197
4094,FLOCK 1C-4,197
4095,Flock 1c-4,197
4096,Dove 0907,198
4097,Flock-1c 5,198
4098,FLOCK 1C-5,198
4099,Flock 1c-5,198
4100,Dove 0908,199
4101,Flock-1c 6,199
4102,FLOCK 1C-6,199
4103,Flock 1c-6,199
4104,Dove 0909,200
4105,Flock-1c 7,200
4106,FLOCK 1C-7,200
4107,Flock 1c-7,200
4108,Dove 090A,201
4109,Flock-1c 8,201
4110,FLOCK 1C-8,201
4111,Flock 1c-8,201
4112,Dove 090B,202
4113,Flock-1c 9,202
4114,FLOCK 1C-9,202
4115,Flock 1c-9,202
4116,Lemur FM01,203
4117,Lemur 1,203
4118,Lemur-1,203
4119,FM1,203
4120,Low Earth Multi-Use Receiver,203
4121,NanoSatC-Br 1,204
4122,NCBR-1,204
4123,NCBR 1,204
4124,pace,205
4125,Perseus-M1,206
4126,Perseus-M 1,206
4127,perseus-m,206
4128,perseus-m,207
4129,Perseus-M2,207
4130,Perseus-M 2,207
4131,PolyITAN 1,208
4132,polyitan-1,208
4133,POPSAT-HIP1,209
4134,POPSAT-HIP 1,209
4135,qb50p1,210
4136,EO 79,210
4137,European-OSCAR 79,210
4138,FUNcube 3,210
4139,EO-79,210
4140,FUNcube-3,210
4141,qb50p2,211
4142,EO 80,211
4143,European-OSCAR 80,211
4144,Tigrisat,212
4145,TigriSat,212
4146,tigrisat,212
4147,Tigris,212
4148,VELOX-I N-Sat,213
4149,VELOX 1,213
4150,VELOX 1-NSAT,213
4151,velox-i-n-sat,213
4152,N-Sat,213
4153,UKube-1,214
4154,UKube 1,214
4155,FUNcube 2,214
4156,ukube-1,214
4157,AESP-14,244
4158,Dove 0A16,245
4159,Flock-1d' 1,245
4160,Flock-1d' 2,246
4161,Flock 1d'-1,245
4162,Dove 0C02,246
4163,Flock 1d'-2,246
4164,CalPoly CP10,247
4165,ExoCube,247
4166,CP 10,247
4167,cp10,247
4168,CP10,247
4169,EXOCUBE,247
4170,FIREBIRD U3,248
4171,FIREBIRD FU3,248
4172,firebird-2,248
4173,firebird-2,249
4174,FIREBIRD-2,248
4175,FIREBIRD-2,249
4176,FIREBIRD U4,249
4177,FIREBIRD FU4,249
4178,grifex,250
4179,Arkyd-3,251
4180,arkyd-3,251
4181,Arkyd 3,251
4182,Arkyd-3R,251
4183,Arkyd 3 Reflight,251
4184,A3R,251
4185,Centennial 1,252
4186,Centennial-1,252
4187,Dove 0B1A,253
4188,Flock-1e 1,253
4189,Flock-1e 14,258
4190,Flock 1e-1,253
4191,Dove 0B09,254
4192,Flock-1e 10,254
4193,Flock-1e 13,257
4194,Flock 1e-10,254
4195,Dove 0B1E,255
4196,Flock-1e 11,255
4197,Flock-1e 12,256
4198,Flock 1e-11,255
4199,Dove 0B0A,256
4200,Flock 1e-12,256
4201,Dove 0C07,257
4202,Flock-1e 8,265
4203,Flock 1e-13,257
4204,Dove 0B0F,258
4205,Flock-1e 7,264
4206,Flock 1e-14,258
4207,Dove 0B10,259
4208,Flock-1e 2,259
4209,Flock-1e 6,263
4210,Flock 1e-2,259
4211,Dove 0C03,260
4212,Flock-1e 3,260
4213,Flock-1e 5,262
4214,Flock 1e-3,260
4215,Dove 0C06,261
4216,Flock 1e-4,261
4217,Dove 0B07,262
4218,Flock 1e-5,262
4219,Dove 0B0B,263
4220,Flock 1e-6,263
4221,Dove 0B0E,264
4222,Flock 1e-7,264
4223,Dove 0B0D,265
4224,Flock-1e 9,266
4225,Flock 1e-8,265
4226,Dove 0B1F,266
4227,Flock 1e-9,266
4228,AC-8a,267
4229,aerocube-8-impact,267
4230,aerocube-8-impact,268
4231,aerocube-8-impact,353
4232,aerocube-8-impact,354
4233,aerocube-8,267
4234,aerocube-8,268
4235,aerocube-8,353
4236,aerocube-8,354
4237,Aerocube 8A,267
4238,AeroCube 8A,267
4239,IMPACT A,267
4240,AC 8-A,267
4241,AC-8b,268
4242,Aerocube 8B,268
4243,AeroCube 8B,268
4244,IMPACT B,268
4245,AC 8-B,268
4246,BRICSat-P,269
4247,bricsat-p,269
4248,BRICSAT-P,269
4249,NO-83,269
4250,BRICSat 1 / NO 83,269
4251,Navy-OSCAR,269
4252,ex PSat B,269
4253,ParkinsonSat B),269
4254,GEARRS 2,270
4255,GEARRSAT 2,270
4256,gearrs-2,270
4257,Globalstar Experiment And Risk Reduction Satellite,270
4258,Globalstar Experiment And Risk Reduction Satellite,1457
4259,LightSail-A,271
4260,LightSail 1,271
4261,lightsail,271
4262,lightsail,1796
4263,LightSail-1,271
4264,LightSail,271
4265,LightSail,1796
4266,Optical CubeSat 1,272
4267,opticube-1,272
4268,opticube-1,273
4269,opticube-1,274
4270,opticube,272
4271,opticube,273
4272,opticube,274
4273,opticube,356
4274,OPTICUBE 01,272
4275,OptiCube 3,272
4276,OptiCube 3,274
4277,O/C,272
4278,O/C,273
4279,O/C,274
4280,O/C,356
4281,Optical CubeSat,272
4282,Optical CubeSat,273
4283,Optical CubeSat,274
4284,Optical CubeSat,356
4285,Opticube 01,272
4286,OptiCube 1,272
4287,OptiCube 1,274
4288,OptiCube,272
4289,OptiCube,273
4290,OptiCube,274
4291,OptiCube,356
4292,Optical CubeSat 2,273
4293,OPTICUBE 02,273
4294,OptiCube 2,273
4295,Opticube 02,273
4296,Optical CubeSat 3,274
4297,OPTICUBE 03,274
4298,Opticube 03,274
4299,ParkinsonSat-1,275
4300,psat,275
4301,PARKINSONSAT,275
4302,PSAT,275
4303,ParkinsonSat,275
4304,PSat A,275
4305,ParkinsonSat A,275
4306,NO 84,275
4307,Navy-OSCAR 84,275
4308,Unix Space Server Langley,276
4309,USS Langley,276
4310,uss-langley,276
4311,DeOrbitSail,285
4312,DOS,285
4313,deorbitsail,285
4314,DCBB,286
4315,CAS-3G/KT-1B,286
4316,CAS 3G,286
4317,dcbb,286
4318,Chinese Amateur Radio Satellite,286
4319,Zhineng hao shouji weixing,286
4320,Zhineng hao shouji weixing,287
4321,NUDT-Phone-Sat,287
4322,smart-nudt-phonesat,287
4323,Lemur FM02,288
4324,Lemur-2 1,288
4325,Lemur-2 Joel,288
4326,lemur-2,288
4327,lemur-2,289
4328,lemur-2,290
4329,lemur-2,291
4330,lemur-2,344
