name_id,name,spacecraft_id
377,EDSN 3 (Edison Demonstration of Smallsat Networks),308
378,EDSN 4 (Edison Demonstration of Smallsat Networks),310
379,EDSN 5 (Edison Demonstration of Smallsat Networks),311
380,EDSN 6 (Edison Demonstration of Smallsat Networks),312
381,EDSN 7 (Edison Demonstration of Smallsat Networks),313
382,EDSN 8 (Edison Demonstration of Smallsat Networks),306
383,EIRSAT-1,2419
384,EIVE,2301
385,ELEVATION-1,2679
386,ELFIN-A,589
387,ELFIN-B,590
388,ELO 3 (Eutelsat LEO for Objects),2232
389,ELO 4 (Eutelsat LEO for Objects),2294
390,ELYSIUM STAR 2 & LFF,1732
391,"EPICHyper-1 (Wyvern-1, Dragonette-001, AAC-HSI-SAT1)",2241
392,"EPICHyper-2 (Wyvern-2, Dragonette-002, AAC-HSI-SAT2)",2296
393,"EPICHyper-3 (Wyvern-3, Dragonette-003, AAC-HSI-SAT3)",2382
394,EQUiSat,569
395,ERNST,2527
396,ESTCUBE 1,95
397,ET-SMART-RSS,870
398,ETV-A1,2044
399,EXO-0,2384
400,EYESAT-NANO,785
401,EZIE-A,2733
402,EZIE-B,2735
403,EZIE-C,2734
404,EagleCam,2427
405,EnduroSat A (EnduroSat One),568
406,"Ex-Alta 2 (AlbertaSat-2, Experimental Albertan #2, EX-ALTA-2)",1288
407,F-1 (F1),74
408,FACSAT-1,612
409,FACSAT-2,2223
410,FALCONSAT-7,1797
411,FARADAY_PHOENIX,1027
412,FEES,1958
413,FENGMANIU-1 (FMN-1),556
414,FIREBIRD 1,136
415,FIREBIRD 2,137
416,FIREBIRD 3,248
417,FIREBIRD 4,249
418,FIREFLY,109
419,FIRST-MOVE,1434
420,FLOCK 4BE-1,2520
421,FLOCK 4BE-10,2509
422,FLOCK 4BE-11,2507
423,FLOCK 4BE-12,2547
424,FLOCK 4BE-13,2513
425,FLOCK 4BE-14,2519
426,FLOCK 4BE-15,2583
427,FLOCK 4BE-16,2576
428,FLOCK 4BE-17,2502
429,FLOCK 4BE-18,2573
430,FLOCK 4BE-19,2550
431,FLOCK 4BE-2,2512
432,FLOCK 4BE-20,2581
433,FLOCK 4BE-22,2503
434,FLOCK 4BE-23,2582
435,FLOCK 4BE-24,2510
436,FLOCK 4BE-25,2579
437,FLOCK 4BE-26,2577
438,FLOCK 4BE-27,2514
439,FLOCK 4BE-28,2521
440,FLOCK 4BE-29,2511
441,FLOCK 4BE-3,2548
442,FLOCK 4BE-30,2506
443,FLOCK 4BE-31,2580
444,FLOCK 4BE-32,2505
445,FLOCK 4BE-33,2508
446,FLOCK 4BE-34,2504
447,FLOCK 4BE-35,2545
448,FLOCK 4BE-36,2578
449,FLOCK 4BE-4,2575
450,FLOCK 4BE-5,2546
451,FLOCK 4BE-6,2518
452,FLOCK 4BE-7,2574
453,FLOCK 4BE-8,2516
454,FLOCK 4BE-9,2515
455,FLOCK 4G-1,2675
456,FLOCK 4G-10,2677
457,FLOCK 4G-11,2712
458,FLOCK 4G-12,2711
459,FLOCK 4G-13,2708
460,FLOCK 4G-14,2676
461,FLOCK 4G-15,2680
462,FLOCK 4G-16,2656
463,FLOCK 4G-17,2684
464,FLOCK 4G-18,2682
465,FLOCK 4G-2,2673
466,FLOCK 4G-20,2654
467,FLOCK 4G-21,2666
468,FLOCK 4G-22,2662
469,FLOCK 4G-23,2664
470,FLOCK 4G-24,2655
471,FLOCK 4G-25,2663
472,FLOCK 4G-26,2652
473,FLOCK 4G-27,2658
474,FLOCK 4G-28,2653
475,FLOCK 4G-29,2659
476,FLOCK 4G-3,2657
477,FLOCK 4G-30,2681
478,FLOCK 4G-31,2667
479,FLOCK 4G-32,2660
480,FLOCK 4G-33,2688
481,FLOCK 4G-34,2665
482,FLOCK 4G-35,2686
483,FLOCK 4G-36,2678
484,FLOCK 4G-4,2671
485,FLOCK 4G-5,2674
486,FLOCK 4G-6,2672
487,FLOCK 4G-7,2710
488,FLOCK 4G-8,2705
489,FLOCK 4G-9,2709
490,FLORIPASAT-1,787
491,FOREST-3,2685
492,FOSSASAT-2E14,2300
493,FOSSASAT-2E15,2302
494,FOSSASAT-2E16,2273
495,FOSSASAT-2E17,2299
496,FOX-1A (AO-85),296
497,FOX-1CLIFF (AO-95),1739
498,FOX-1D (AO-92),1665
499,FSI-SAT1,1241
500,FUNCUBE-1 (AO-73),1419
501,FUTURA-SM1,2182
502,FUTURA-SM3,2183
503,Flock-1 Dove-1,172
504,Flock-1 Dove-10,168
505,Flock-1 Dove-11,166
506,Flock-1 Dove-12,162
507,Flock-1 Dove-13,161
508,Flock-1 Dove-14,158
509,Flock-1 Dove-15,167
510,Flock-1 Dove-16,169
511,Flock-1 Dove-17,157
512,Flock-1 Dove-18,163
513,Flock-1 Dove-19,164
514,Flock-1 Dove-2,171
515,Flock-1 Dove-20,165
516,Flock-1 Dove-21,159
517,Flock-1 Dove-22,160
518,Flock-1 Dove-23,154
519,Flock-1 Dove-24,153
520,Flock-1 Dove-25,152
521,Flock-1 Dove-26,150
522,Flock-1 Dove-27,148
523,Flock-1 Dove-28,147
524,Flock-1 Dove-3,146
525,Flock-1 Dove-4,155
526,Flock-1 Dove-5,151
527,Flock-1 Dove-6,156
528,Flock-1 Dove-7,149
529,Flock-1 Dove-8,145
530,Flock-1 Dove-9,170
531,Flock-1b Dove-1,1438
532,Flock-1b Dove-10,1440
533,Flock-1b Dove-11,1447
534,Flock-1b Dove-12,1437
535,Flock-1b Dove-13,1448
536,Flock-1b Dove-14,1449
537,Flock-1b Dove-15,1466
538,Flock-1b Dove-16,1453
539,Flock-1b Dove-17,1460
540,Flock-1b Dove-18,1452
541,Flock-1b Dove-19,1444
542,Flock-1b Dove-2,1436
543,Flock-1b Dove-20,1445
544,Flock-1b Dove-21,1455
545,Flock-1b Dove-22,1442
546,Flock-1b Dove-23,1441
547,Flock-1b Dove-24,1439
548,Flock-1b Dove-25,1467
549,Flock-1b Dove-26,1443
550,Flock-1b Dove-27,1454
551,Flock-1b Dove-28 (Dove 081B),1446
552,Flock-1b Dove-3,1451
553,Flock-1b Dove-4,1450
554,Flock-1b Dove-5,1465
555,Flock-1b Dove-6,1464
556,Flock-1b Dove-7,1461
557,Flock-1b Dove-8,1462
558,Flock-1b Dove-9,1463
559,Flock-1c Dove-1,193
560,Flock-1c Dove-10,200
561,Flock-1c Dove-11,201
562,Flock-1c Dove-2,202
563,Flock-1c Dove-3,198
564,Flock-1c Dove-4,196
565,Flock-1c Dove-5,197
566,Flock-1c Dove-6,192
567,Flock-1c Dove-7,194
568,Flock-1c Dove-8,195
569,Flock-1c Dove-9,199
570,Flock-1d Dove-1,239
571,Flock-1d Dove-10,224
572,Flock-1d Dove-11,225
573,Flock-1d Dove-12,240
574,Flock-1d Dove-13,226
575,Flock-1d Dove-14,228
576,Flock-1d Dove-15,229
577,Flock-1d Dove-16,230
578,Flock-1d Dove-17,231
579,Flock-1d Dove-18,232
580,Flock-1d Dove-19,233
581,Flock-1d Dove-2,221
582,Flock-1d Dove-20,234
583,Flock-1d Dove-21,235
584,Flock-1d Dove-22,236
585,Flock-1d Dove-23,237
586,Flock-1d Dove-24,238
587,Flock-1d Dove-25,227
588,Flock-1d Dove-26,241
589,Flock-1d Dove-3,223
590,Flock-1d Dove-4,216
591,Flock-1d Dove-5,217
592,Flock-1d Dove-6,218
593,Flock-1d Dove-7,219
594,Flock-1d Dove-8,220
595,Flock-1d Dove-9,222
596,Flock-1d' 1,246
597,Flock-1d' 2,245
598,Flock-1e 1,264
599,Flock-1e 10,266
600,Flock-1e 11,256
601,Flock-1e 12,255
602,Flock-1e 13,254
603,Flock-1e 14,253
604,Flock-1e 2,263
605,Flock-1e 3,262
606,Flock-1e 4,261
607,Flock-1e 5,260
608,Flock-1e 6,259
609,Flock-1e 7,258
610,Flock-1e 8,257
611,Flock-1e 9,265
612,Flock-1f 1,277
613,Flock-1f 2,279
614,Flock-1f 3,284
615,Flock-1f 4,283
616,Flock-1f 5,281
617,Flock-1f 6,280
618,Flock-1f 7,278
619,Flock-1f 8,282
620,Flock-2b 1,1473
621,Flock-2b 10,1485
622,Flock-2b 11,1472
623,Flock-2b 12,1479
624,Flock-2b 13,1474
625,Flock-2b 14,1475
626,Flock-2b 2,1478
627,Flock-2b 3,1477
628,Flock-2b 4,1476
629,Flock-2b 5,1481
630,Flock-2b 6,1484
631,Flock-2b 7,1482
632,Flock-2b 8,1483
633,Flock-2b 9,1480
634,Flock-2e 1,1503
635,Flock-2e 10,1505
636,Flock-2e 11,1499
637,Flock-2e 12,1496
638,Flock-2e 2,1504
639,Flock-2e 3,1500
640,Flock-2e 4,1501
641,Flock-2e 5,1502
642,Flock-2e 6,1498
643,Flock-2e 7,1497
644,Flock-2e 8,1507
645,Flock-2e 9,1506
646,Flock-2e' 1,1532
647,Flock-2e' 10,1531
648,Flock-2e' 11,1521
649,Flock-2e' 12,1522
650,Flock-2e' 13,1523
651,Flock-2e' 14,1524
652,Flock-2e' 15,1525
653,Flock-2e' 16,1526
654,Flock-2e' 17,1529
655,Flock-2e' 18,1527
656,Flock-2e' 19,1528
657,Flock-2e' 2,1510
658,Flock-2e' 20,1530
659,Flock-2e' 3,1512
660,Flock-2e' 4,1518
661,Flock-2e' 5,1517
662,Flock-2e' 6,1511
663,Flock-2e' 7,1520
664,Flock-2e' 8,1509
665,Flock-2e' 9,1519
666,Flock-2k 1,1634
667,Flock-2k 10,1623
668,Flock-2k 11,1603
669,Flock-2k 12,1614
670,Flock-2k 13,1596
671,Flock-2k 14,1630
672,Flock-2k 15,1631
673,Flock-2k 16,1632
674,Flock-2k 17,1633
675,Flock-2k 18,1606
676,Flock-2k 19,1637
677,Flock-2k 2,1628
678,Flock-2k 20,1636
679,Flock-2k 21,1629
680,Flock-2k 22,1601
681,Flock-2k 23,1594
682,Flock-2k 24,1611
683,Flock-2k 25,1610
684,Flock-2k 26,1619
685,Flock-2k 27,1638
686,Flock-2k 28,1608
687,Flock-2k 29,1620
688,Flock-2k 3,1635
689,Flock-2k 30,1621
690,Flock-2k 31,1622
691,Flock-2k 32,1613
692,Flock-2k 33,1595
693,Flock-2k 34,1609
694,Flock-2k 35,1618
695,Flock-2k 36,1593
696,Flock-2k 37,1617
697,Flock-2k 38,1616
698,Flock-2k 39,1599
699,Flock-2k 4,1625
700,Flock-2k 40,1658
701,Flock-2k 41,1597
702,Flock-2k 42,1598
703,Flock-2k 43,1639
704,Flock-2k 44,1607
705,Flock-2k 45,1641
706,Flock-2k 46,1605
707,Flock-2k 47,1612
708,Flock-2k 48,1615
709,Flock-2k 5,1626
710,Flock-2k 6,1627
711,Flock-2k 7,1600
712,Flock-2k 8,1602
713,Flock-2k 9,1604
714,Flock-2p 1,334
715,Flock-2p 10,330
716,Flock-2p 11,333
717,Flock-2p 12,335
718,Flock-2p 2,331
719,Flock-2p 3,332
720,Flock-2p 4,336
721,Flock-2p 5,329
722,Flock-2p 6,337
723,Flock-2p 7,326
724,Flock-2p 8,327
725,Flock-2p 9,328
726,Flock-3k 1,657
727,Flock-3k 10,655
728,Flock-3k 11,658
729,Flock-3k 12,660
730,Flock-3k 2,656
731,Flock-3k 3,659
732,Flock-3k 4,654
733,Flock-3k 5,653
734,Flock-3k 6,652
735,Flock-3k 7,651
736,Flock-3k 8,650
737,Flock-3k 9,649
738,Flock-3m 1,510
739,Flock-3m 2,508
740,Flock-3m 3,507
741,Flock-3m 4,509
742,Flock-3p 1,376
743,Flock-3p 10,407
744,Flock-3p 11,377
745,Flock-3p 12,386
746,Flock-3p 13,378
747,Flock-3p 14,379
748,Flock-3p 15,380
749,Flock-3p 16,381
750,Flock-3p 17,398
751,Flock-3p 18,389
752,Flock-3p 19,404
753,Flock-3p 2,368
754,Flock-3p 20,406
755,Flock-3p 21,453
756,Flock-3p 22,390
757,Flock-3p 23,391
758,Flock-3p 24,392
759,Flock-3p 25,393
760,Flock-3p 26,394
761,Flock-3p 27,395
762,Flock-3p 28,454
763,Flock-3p 29,397
764,Flock-3p 3,369
765,Flock-3p 30,399
766,Flock-3p 31,408
767,Flock-3p 32,396
768,Flock-3p 33,400
769,Flock-3p 34,401
770,Flock-3p 35,402
771,Flock-3p 36,403
772,Flock-3p 37,405
773,Flock-3p 38,382
774,Flock-3p 39,388
775,Flock-3p 4,370
776,Flock-3p 40,384
777,Flock-3p 41,447
778,Flock-3p 42,418
779,Flock-3p 43,417
780,Flock-3p 44,416
781,Flock-3p 45,415
782,Flock-3p 46,414
783,Flock-3p 47,413
784,Flock-3p 48,420
785,Flock-3p 49,449
786,Flock-3p 5,371
787,Flock-3p 50,431
788,Flock-3p 51,432
789,Flock-3p 52,433
790,Flock-3p 53,452
791,Flock-3p 54,451
792,Flock-3p 55,421
793,Flock-3p 56,419
794,Flock-3p 57,412
795,Flock-3p 58,422
796,Flock-3p 59,425
797,Flock-3p 6,372
798,Flock-3p 60,428
799,Flock-3p 61,367
800,Flock-3p 62,430
801,Flock-3p 63,429
802,Flock-3p 64,427
803,Flock-3p 65,426
804,Flock-3p 66,424
805,Flock-3p 67,423
806,Flock-3p 68,450
807,Flock-3p 69,448
808,Flock-3p 7,373
809,Flock-3p 70,385
810,Flock-3p 71,446
811,Flock-3p 72,387
812,Flock-3p 73,409
813,Flock-3p 74,410
814,Flock-3p 75,411
815,Flock-3p 76,434
816,Flock-3p 77,435
817,Flock-3p 78,383
818,Flock-3p 79,436
819,Flock-3p 8,374
820,Flock-3p 80,437
821,Flock-3p 81,438
822,Flock-3p 82,439
823,Flock-3p 83,440
824,Flock-3p 84,441
825,Flock-3p 85,442
826,Flock-3p 86,443
827,Flock-3p 87,444
828,Flock-3p 88,445
829,Flock-3p 9,375
830,Flock-3p' 1 (Flock 3pp),1677
831,Flock-3p' 2 (Flock 3pp),1678
832,Flock-3p' 3 (Flock 3pp),1676
833,Flock-3p' 4 (Flock 3pp),1675
834,Flock-3r 1,622
835,Flock-3r 10,614
836,Flock-3r 11,618
837,Flock-3r 12,617
838,Flock-3r 13,616
839,Flock-3r 14,615
840,Flock-3r 15,619
841,Flock-3r 16,621
842,Flock-3r 2,623
843,Flock-3r 3,624
844,Flock-3r 4,625
845,Flock-3r 5,627
846,Flock-3r 6,613
847,Flock-3r 7,626
848,Flock-3r 8,628
849,Flock-3r 9,620
850,Flock-3s 1,1730
851,Flock-3s 2,1738
852,Flock-3s 3,1709
853,Flock-4a 1,690
854,Flock-4a 10,691
855,Flock-4a 11,685
856,Flock-4a 12,687
857,Flock-4a 13,688
858,Flock-4a 14,689
859,Flock-4a 15,693
860,Flock-4a 16,698
861,Flock-4a 17,684
862,Flock-4a 18,701
863,Flock-4a 19,700
864,Flock-4a 2,692
865,Flock-4a 20,699
866,Flock-4a 3,695
867,Flock-4a 4,694
868,Flock-4a 5,686
869,Flock-4a 6,702
870,Flock-4a 7,697
