id,norad_id,eccentricity,inclination,mean_anomaly,perigee_arg,asend_node_long,mean_motion,mean_motion_1der,mean_motion_2der,rad_pressure_coef,event_at,period,semi_major_axis,altitude,perigee_altitude,apogee_altitude
14,44812,0.0011999,97.5237,157.6588,202.4124,36.4582,15.19447259,1.97e-05,0.0,4.9686000000000005e-05,1575541729.000023,94.77130525397196,6885.644460177426,514.6444601774256,506.3823753896586,522.9065449651926
15,44812,0.0012037,97.5236,159.1537,200.9207,36.8518,15.19447932,1.916e-05,0.0,4.8437e-05,1575575868.0000453,94.7712632774836,6885.6424269656845,514.6424269656845,506.3541791763455,522.9306747550236
16,44812,0.0012121,97.5235,162.2852,197.7959,37.7046,15.194497,1.944e-05,0.0,4.9082e-05,1575649837.0000005,94.77115300361704,6885.637085637976,514.6370856379763,506.29100492647376,522.9831663494788
17,44812,0.0012127,97.5235,162.5278,197.5539,37.7702,15.19449776,1.934e-05,0.0,4.8836000000000005e-05,1575655526.999997,94.77114826334343,6885.636856033625,514.636856033625,506.2866442183131,522.9870678489369
18,44812,0.0012225,97.5234,166.1922,193.8978,38.8199,15.19451879,1.964e-05,0.0,4.9538e-05,1575746564.9999857,94.77101709517186,6885.630502647096,514.6305026470964,506.21281935761,523.0481859365818
19,44812,0.0012319,97.5232,169.6461,190.452,39.804,15.19453914,1.964e-05,0.0,4.9524e-05,1575831913.0000188,94.77089016863724,6885.624354709748,514.6243547097483,506.14195406718136,523.1067553523153
20,44812,0.0012382,97.5231,171.9333,188.1702,40.46,15.1945543,1.992e-05,0.0,5.0213e-05,1575888811.9999857,94.77079561326784,6885.619774731925,514.6197747319247,506.0940003268515,523.1455491369979
21,44812,0.0012424,97.5231,173.5537,186.5537,40.9193,15.19456047,1.888e-05,0.0,4.774e-05,1575928641.000004,94.77075713003497,6885.617910719386,514.6179107193857,506.06321902710806,523.1726024116633
22,44812,0.0012518,97.5229,177.0303,183.0856,41.9033,15.19457821,1.832e-05,0.0,4.641100000000001e-05,1576013988.9999971,94.77064648311811,6885.6125513127245,514.6125513127245,505.9931415209912,523.2319611044568
23,44812,0.0012538,97.5229,177.7082,182.4094,42.1001,15.19458216,1.83e-05,0.0,4.6372e-05,1576031058.9999857,94.77062184643846,6885.611357985152,514.6113579851517,505.97817846451017,523.2445375057932
24,44812,0.0012603,97.5228,180.0263,180.0971,42.7561,15.194597,1.906e-05,0.0,4.8161e-05,1576087957.9999924,94.77052928748292,6885.6068747034005,514.6068747034005,505.9289443592115,523.2848050475895
25,44812,0.0012642,97.5227,181.4082,178.7188,43.1497,15.19460458,1.904e-05,0.0,4.8127e-05,1576122097.0000148,94.77048201013469,6885.604584728071,514.6045847280711,505.89980341205774,523.3093660440845
26,44812,0.0012714,97.5225,183.8928,176.2404,43.8712,15.1946181,1.894e-05,0.0,4.788200000000001e-05,1576184685.0000234,94.7703976844275,6885.600500238542,514.6005002385418,505.8461477625388,523.3548527145449
27,44812,0.0012772,97.5224,185.9088,174.2296,44.4616,15.194629,1.856e-05,0.0,4.6975e-05,1576235893.9999938,94.77032970005388,6885.5972072743225,514.5972072743225,505.80292252119216,523.3914920274538
28,44812,0.0012811,97.5223,187.2304,172.9114,44.8552,15.19463476,1.774e-05,0.0,4.5039e-05,1576270033.0000162,94.77029377440594,6885.595467140693,514.5954671406926,505.7743307877381,523.4166034936461
29,44812,0.0012879,97.5222,189.6659,170.4822,45.5768,15.19464796,1.706e-05,0.0,4.3455e-05,1576332621.0000248,94.7702114448988,6885.591479338604,514.5914793386037,505.7235260723637,523.4594326048427
30,44812,0.0013001,97.5221,194.1533,166.0065,46.8887,15.19467432,1.694e-05,0.0,4.3144e-05,1576446418.0000038,94.77004703579588,6885.583515835951,514.5835158359505,505.6315687070119,523.5354629648882
31,44812,0.0013001,97.5221,194.1533,166.0065,46.8887,15.19467432,1.694e-05,0.0,4.3144e-05,1576446418.0000038,94.77004703579588,6885.583515835951,514.5835158359505,505.6315687070119,523.5354629648882
32,44812,0.0013093,97.522,197.4996,162.6688,47.8726,15.194694,1.746e-05,0.0,4.4402000000000006e-05,1576531765.999997,94.76992429067673,6885.577570413474,514.577570413474,505.5622837005321,523.5928571264158
33,44812,0.0013112,97.5219,198.3804,161.7902,48.135,15.19469871,1.736e-05,0.0,4.4147e-05,1576554524.9999866,94.76989491422432,6885.576147501767,514.5761475017671,505.5477800571634,523.6045149463707
34,44812,0.0013174,97.5218,200.5685,159.6078,48.7909,15.19470434,1.538e-05,0.0,3.9500000000000005e-05,1576611422.999999,94.7698597997202,6885.57444665498,514.5744466549795,505.50339087895645,523.6455024310026
35,44812,0.0013231,97.5218,202.7421,157.4398,49.4468,15.19472222,1.78e-05,0.0,4.516e-05,1576668322.0000055,94.76974828171622,6885.569045038397,514.5690450383972,505.4587486349064,523.679341441888
36,44812,0.0013251,97.5217,203.5974,156.5867,49.7091,15.19473218,1.916e-05,0.0,4.8364000000000007e-05,1576691080.9999957,94.7696861610627,6885.566036088789,514.5660360887887,505.4419725343678,523.6900996432105
37,44812,0.0013322,97.5217,206.8039,153.3882,50.693,15.19476666,2.3e-05,0.0,5.7404e-05,1576776427.9999945,94.76947110946948,6885.555619589826,514.5556195898262,505.3826823934087,523.7285567862436
38,44812,0.001334,97.5216,207.4456,152.7481,50.8898,15.19476501,2.124e-05,0.0,5.3274e-05,1576793496.999988,94.76948140048928,6885.556118058282,514.5561180582818,505.3707861967923,523.7414499197712
39,44812,0.0013412,97.5216,210.661,149.5406,51.8737,15.19478653,2.058e-05,0.0,5.1703e-05,1576878843.9999864,94.76934718081884,6885.549616828299,514.5496168282989,505.3147176822085,523.7845159743883
40,44812,0.0013424,97.5216,211.2935,148.9096,52.0705,15.19479184,2.07e-05,0.0,5.196e-05,1576895914.000015,94.76931406254788,6885.548012670288,514.5480126702878,505.3048530180795,523.7911723224961
41,44812,0.0013472,97.5216,213.2476,146.9603,52.6608,15.19480867,2.182e-05,0.0,5.4594e-05,1576947121.999991,94.76920909462166,6885.542928311239,514.5429283112389,505.26672487821816,523.8191317442606
42,44812,0.0013501,97.5215,214.7309,145.4805,53.1199,15.19481927,2.172e-05,0.0,5.4376e-05,1576986950.0000148,94.76914298303464,6885.539726045948,514.5397260459476,505.2435588618128,523.8358932300825
43,44812,0.0013554,97.5214,216.6857,143.5304,53.7102,15.19483705,2.31e-05,0.0,5.7633e-05,1577038157.999991,94.76903209040997,6885.5343547074335,514.5343547074335,505.20170144306303,523.867007971804
44,44812,0.0013602,97.5213,218.8041,141.4169,54.3661,15.19485328,2.32e-05,0.0,5.7835e-05,1577095056.000003,94.76893086525412,6885.529451633108,514.5294516331078,505.1637544729965,523.895148793219
45,44812,0.0013629,97.5212,220.0571,140.1666,54.7596,15.19486581,2.382e-05,0.0,5.9297000000000005e-05,1577129193.999991,94.76885271683751,6885.525666332776,514.5256663327764,505.1413834021314,523.9099492634214
46,44812,0.0013685,97.521,223.1661,137.0644,55.7434,15.19489003,2.314e-05,0.0,5.7715000000000006e-05,1577214540.9999893,94.76870165936964,6885.51834951001,514.51834951001,505.09551764870594,523.941181371315
47,44812,0.0013737,97.5209,226.0938,134.1428,56.6616,15.19491193,2.248e-05,0.0,5.6148e-05,1577294196.999997,94.76856507190035,6885.511733572221,514.5117335722207,505.0531061038128,523.9703610406286
48,44812,0.001376,97.5208,227.3477,132.8915,57.0551,15.19492215,2.236e-05,0.0,5.5848e-05,1577328336.0000193,94.76850133121609,6885.508646140024,514.5086461400242,505.034186242935,523.9831060371134
49,44812,0.0013807,97.5207,229.8614,130.3828,57.8422,15.1949398,2.198e-05,0.0,5.4955e-05,1577396611.9999945,94.76839125088208,6885.503314134646,514.5033141346457,504.99649970882,524.0101285604705
50,44812,0.0013819,97.5207,230.7033,129.5425,58.1045,15.19494624,2.192e-05,0.0,5.4807e-05,1577419371.0000248,94.76835108565676,6885.5013686349685,514.5013686349685,504.9862942936516,524.0164429762845
51,44812,0.0013864,97.5205,233.0153,127.2349,58.8259,15.19496104,2.164e-05,0.0,5.417100000000001e-05,1577481957.9999983,94.76825878060954,6885.496897616077,514.4968976160771,504.950844717222,524.0429505149314
52,44812,0.0013886,97.5205,234.6863,125.5668,59.3506,15.19497337,2.19e-05,0.0,5.4775e-05,1577527475.999978,94.7681818806636,6885.49317277953,514.4931727795301,504.9319769598087,524.0543685992525
53,44812,0.0013908,97.5203,236.3184,123.9375,59.8753,15.19498489,2.186e-05,0.0,5.466e-05,1577572993.9999983,94.76811003265168,6885.489692644825,514.4896926448246,504.9133535802939,524.0660317093552
54,44812,0.0013931,97.5203,237.9587,122.2999,60.3999,15.19499447,2.124e-05,0.0,5.3231e-05,1577618512.0000184,94.76805028412755,6885.486798577821,514.486798577821,504.89462691872177,524.0789702369202
55,44812,0.0013947,97.5202,239.1767,121.0838,60.7934,15.1950044,2.144e-05,0.0,5.3684e-05,1577652650.0000465,94.76798835280364,6885.48379878089,514.4837987808896,504.8806145267299,524.0869830350503
56,44812,0.0013968,97.5201,242.0708,118.1939,61.7115,15.19502519,2.144e-05,0.0,5.3678e-05,1577732306.0000136,94.76785869020333,6885.477518249859,514.4775182498588,504.8598832523676,524.09515324735
57,44812,0.0013998,97.52,244.9513,115.3174,62.6297,15.19504385,2.074e-05,0.0,5.2038e-05,1577811962.0000217,94.76774231224086,6885.471881190915,514.4718811909152,504.8335976516246,524.1101647302057
58,44812,0.0014013,97.5199,246.1974,114.0729,63.0231,15.19505279,2.082e-05,0.0,5.2204e-05,1577846100.000009,94.76768655569772,6885.469180481874,514.469180481874,504.8205725192647,524.1177884444833
59,44812,0.0014045,97.5199,248.4441,111.8289,63.7445,15.19506016,1.846e-05,0.0,4.668e-05,1577908685.999988,94.76764059090108,6885.466954060416,514.4669540604164,504.79631572343806,524.1375923973947
60,44812,0.0014062,97.5199,250.3111,109.9639,64.3347,15.19507328,1.922e-05,0.0,4.8425000000000005e-05,1577959893.0000095,94.767558764942,6885.462990611749,514.4629906117489,504.7806525543501,524.1453286691467
61,44812,0.0014074,97.5198,251.7226,108.5538,64.7938,15.19508348,1.964e-05,0.0,4.9456e-05,1577999720.999993,94.76749515034582,6885.459909276024,514.4599092760236,504.7693129997088,524.1505055523385
62,44812,0.0014086,97.5198,254.3709,105.9079,65.6463,15.19510066,1.97e-05,0.0,4.9593e-05,1578073686.9999647,94.7673880036014,6885.454719347762,514.454719347762,504.7558678300884,524.1535708654355
63,44812,0.0014087,97.5197,254.5785,105.7005,65.7118,15.19510209,1.976e-05,0.0,4.9689000000000005e-05,1578079377.000001,94.76737908511149,6885.454287357666,514.4542873576656,504.7547479030645,524.1538268122667
64,44812,0.0014089,97.5196,257.6291,102.6519,66.6955,15.19512201,1.964e-05,0.0,4.943100000000001e-05,1578164721.99997,94.76725485009776,6885.448269712474,514.448269712474,504.7473616452762,524.1491777796718
65,44812,0.0014086,97.5196,257.8403,102.4409,66.7611,15.19512548,2.028e-05,0.0,5.0934e-05,1578170411.000012,94.76723320879084,6885.447221459359,514.4472214593588,504.7483805032116,524.1460624155061
66,44812,0.0014092,97.5195,261.1071,99.1758,67.8103,15.19515581,2.222e-05,0.0,5.5486e-05,1578261445.999977,94.76704405046834,6885.438059079528,514.4380590795281,504.7350997666736,524.1410183923836
67,44812,0.0014092,97.5195,261.7282,98.555,68.007,15.19516038,2.212e-05,0.0,5.5255e-05,1578278515.000011,94.7670155489336,6885.436678532357,514.4366785323573,504.7337211649692,524.1396358997463
68,44812,0.0014106,97.5194,263.9648,96.3194,68.7284,15.19518096,2.346e-05,0.0,5.8414e-05,1578341100.99995,94.76688719868989,6885.430461547328,514.4304615473275,504.7178733382689,524.1430497563861
69,44812,0.0014105,97.5194,264.9909,95.2935,69.0562,15.19518926,2.356e-05,0.0,5.864000000000001e-05,1578369549.000022,94.7668354345986,6885.427954215257,514.4279542152572,504.71605808583627,524.139850344678
70,44812,0.001411,97.5192,267.23,93.0549,69.7775,15.19520717,2.4e-05,0.0,5.9671e-05,1578432135.000001,94.7667237366136,6885.422543823349,514.4225438233489,504.70721261401377,524.137875032684
71,44812,0.0014114,97.5191,268.8544,91.4307,70.3021,15.19522069,2.428e-05,0.0,6.0332e-05,1578477651.9999862,94.7666394175944,6885.418459603777,514.4184596037767,504.7003799898921,524.1365392176622
72,44812,0.0014089,97.519,270.3075,89.9774,70.7612,15.19523064,2.378e-05,0.0,5.9118000000000006e-05,1578517478.9999752,94.76657736338248,6885.415453839543,514.4154538395433,504.7145920066287,524.116315672457
73,44812,0.0014086,97.519,271.3189,88.9659,71.089,15.19523801,2.344e-05,0.0,5.8356e-05,1578545927.0000072,94.76653139966184,6885.413227461519,514.4132274615185,504.714434389316,524.1120205337211
74,44812,0.001406,97.5188,274.1665,86.1177,72.007,15.19525612,2.148e-05,0.0,5.3733e-05,1578625582.00002,94.76641845507768,6885.407756681369,514.4077566813694,504.7268733754754,524.0886399872634
75,44812,0.0014045,97.5187,276.4234,83.86,72.7283,15.19527379,2.104e-05,0.0,5.2694e-05,1578688167.0000048,94.76630825485114,6885.4024188296,514.4024188295998,504.73187113235326,524.0729665268464
76,44812,0.0014038,97.5186,278.2485,82.0342,73.3185,15.19528447,1.992e-05,0.0,5.0075e-05,1578739373.9999862,94.76624164838684,6885.39919256088,514.3991925608798,504.7334691743636,524.0649159473969
77,44812,0.0014034,97.5186,279.2641,81.0181,73.6463,15.19529318,2.008e-05,0.0,5.0457e-05,1578767822.0000176,94.76618732801576,6885.396561402578,514.3965614025783,504.7335958683052,524.0595269368514
78,44812,0.0014011,97.5184,282.1081,78.1724,74.5643,15.19530967,1.892e-05,0.0,4.772e-05,1578847475.9999962,94.76608448743777,6885.391580031691,514.3915800316909,504.7444578889081,524.0387021744737
79,44812,0.0013974,97.5183,285.5997,74.6781,75.679,15.19532801,1.784e-05,0.0,4.5157e-05,1578944199.0000486,94.7659701095192,6885.386039815342,514.386039815342,504.7644013633044,524.0076782673805
80,44812,0.0013971,97.5183,285.8069,74.4707,75.7446,15.19532925,1.786e-05,0.0,4.524000000000001e-05,1578949889.0000043,94.7659623762348,6885.385665231869,514.3856652318691,504.7660929189733,524.005237544764
81,44812,0.0013926,97.5181,288.8724,71.4022,76.7281,15.19534403,1.648e-05,0.0,4.1991000000000005e-05,1579035232.0000246,94.76587020057092,6885.381200442462,514.3812004424617,504.7926185827255,523.9697823021979
